dload,dinpkt,dur,rate,dloss,dttl,sinpkt,dpkts,proto,sbytes,label,sttl,dbytes,sload,sloss,service,spkts,state
0.0,0.0,0.011323,264.942455,0.0,0.0,0.005662,0.0,6,198.0,0,64.0,0.0,17486.202009,0.0,1,3.0,3
758.04101,0.023733,1.061948,7.533327,0.0,245.0,0.265487,3.0,6,721.0,0,64.0,805.0,678.941079,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,60.0,0,42.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,8e-06,125000.0003,0.0,0.0,0.008,0.0,mobile,200.0,1,254.0,0.0,100000000.0,0.0,-,2.0,INT
0.0,0.0,9e-06,111111.1072,0.0,0.0,0.009,0.0,udp,168.0,1,254.0,0.0,74666664.0,0.0,-,2.0,INT
671.715832,0.019607,0.725009,11.034346,0.0,55.0,0.181252,3.0,6,719.0,0,64.0,487.0,991.711876,0.0,1,5.0,3
2875.217437,0.118341,0.797505,11.285197,0.0,43.0,0.199376,4.0,6,687.0,0,64.0,2293.0,861.436711,0.0,1,5.0,3
837.599045,0.032648,1.232093,6.493016,0.0,247.0,0.308023,3.0,6,718.0,0,64.0,1032.0,582.748173,0.0,1,5.0,3
200.060947,0.136331,6.592991,1.820115,0.0,237.0,1.098832,5.0,6,1229.0,1,64.0,1319.0,186.410087,0.0,1,7.0,3
398692.9375,20.817371,0.772725,71.176681,16.0,252.0,40.669738,36.0,tcp,2448.0,1,62.0,39610.0,24081.01172,6.0,http,20.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,247.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,1e-05,166666.6608,0.0,0.0,0.006,0.0,secure-vmtp,200.0,1,254.0,0.0,133333328.0,0.0,-,2.0,INT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,46.0,1,1.0,0.0,0.0,0.0,0,1.0,0
0.0,0.0,1e-05,142857.1409,0.0,0.0,0.007,0.0,unas,200.0,1,254.0,0.0,114285712.0,0.0,-,2.0,INT
0.0,0.0,0.000366,5464.891205,0.0,0.0,0.000366,0.0,6,132.0,0,236.0,0.0,360682.819544,0.0,1,2.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,119.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,3
111.73056,0.159729,3.46369,2.309676,0.0,120.0,0.865922,3.0,6,718.0,1,64.0,387.0,207.29339,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,246.0,0.0,0.0,0.0,1,1.0,3
1673.18769,0.039268,0.233088,30.031574,0.0,54.0,0.059055,4.0,6,1226.0,0,64.0,390.0,5259.815663,0.0,1,3.0,3
367.891027,0.101687,1.481417,5.400235,0.0,246.0,0.370354,3.0,6,721.0,0,64.0,545.0,486.696203,0.0,1,5.0,3
0.0,0.0,9e-06,111111.1072,0.0,0.0,0.009,0.0,gre,156.0,1,254.0,0.0,69333328.0,0.0,-,2.0,INT
73575.04688,74.948694,1.036982,20.251074,5.0,252.0,148.140286,14.0,tcp,364.0,1,62.0,10270.0,2460.987549,1.0,ftp-data,8.0,FIN
257.05099,0.177585,1.003692,6.974252,0.0,239.0,0.231893,2.0,6,1068.0,0,64.0,258.0,1064.071542,0.0,1,5.0,3
6480.271973,53.857855,0.3827,138.48968,1.0,252.0,8.4144,8.0,tcp,6668.0,1,254.0,354.0,136378.3594,20.0,-,46.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,46.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,49.0,0.0,0.0,0.0,1,1.0,3
275.132829,0.038873,1.250305,6.398438,0.0,50.0,0.312576,3.0,6,718.0,1,64.0,344.0,574.2598,0.0,1,5.0,3
1575.130249,192.081281,1.574473,10.797263,1.0,252.0,174.941444,8.0,tcp,534.0,1,254.0,354.0,2443.992432,2.0,-,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,55.0,0.0,0.0,0.0,1,1.0,3
4500.351074,103.717109,1.034586,18.364835,3.0,252.0,114.945111,10.0,tcp,608.0,1,254.0,646.0,4237.443848,2.0,-,10.0,FIN
4984.471807,0.040286,0.220886,27.163334,0.0,56.0,0.070915,3.0,6,589.0,0,64.0,1101.0,2666.533964,0.0,1,3.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.002701,740.519774,0.0,0.0,0.002701,0.0,6,132.0,0,64.0,0.0,48874.305085,0.0,1,2.0,3
3368.783583,0.029279,0.041558,120.313699,0.0,57.0,0.006491,2.0,6,576.0,0,64.0,140.0,13860.13817,0.0,1,3.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
67.862169,0.013294,5.673264,1.410123,0.0,55.0,1.418316,3.0,6,713.0,0,64.0,385.0,125.677211,0.0,1,5.0,3
396.321015,0.143574,1.705688,4.69019,0.0,42.0,0.426422,3.0,6,713.0,0,64.0,676.0,418.013142,0.0,1,5.0,3
5606.897949,63.707246,9.479752,118.041068,2.0,252.0,9.894889,150.0,tcp,1286147.0,1,62.0,6688.0,1084266.375,478.0,smtp,970.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.000436,4586.445052,0.0,0.0,0.000436,0.0,6,132.0,0,235.0,0.0,302705.373428,0.0,1,2.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,54.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,2e-06,500000.0013,0.0,0.0,0.002,0.0,unas,200.0,1,254.0,0.0,400000000.0,0.0,-,2.0,INT
0.0,0.0,7.6e-05,4.947259,0.0,0.0,202.132141,0.0,pim,480.0,1,254.0,0.0,2374.684326,0.0,-,8.0,INT
264.345578,0.192828,1.040305,6.728797,0.0,243.0,0.260076,2.0,6,718.0,1,64.0,275.0,690.182273,0.0,1,5.0,3
0.0,0.0,1.1e-05,90909.0902,0.0,0.0,0.011,0.0,chaos,200.0,1,254.0,0.0,72727272.0,0.0,-,2.0,INT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,64.0,0.0,0.0,0.0,1,1.0,1
548.832267,0.087924,1.517768,6.588623,0.0,56.0,0.379442,5.0,6,721.0,0,64.0,833.0,475.039693,0.0,1,5.0,3
8906.515625,35.103602,0.201201,74.552311,1.0,252.0,22.355667,6.0,tcp,1262.0,1,254.0,268.0,45168.76172,2.0,http,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.021767,137.822428,0.0,0.0,0.010884,0.0,6,198.0,1,64.0,0.0,9096.280225,0.0,1,3.0,3
430.572371,0.009373,0.933641,8.568604,0.0,120.0,0.23341,3.0,6,718.0,1,64.0,402.0,769.032244,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.087497,34.286985,0.0,0.0,0.043748,0.0,6,198.0,0,64.0,0.0,2262.941001,0.0,1,3.0,3
9650.804688,35.706398,0.185684,80.782406,1.0,252.0,19.030556,6.0,tcp,910.0,1,254.0,268.0,35285.75391,2.0,http,10.0,FIN
548.710276,0.013535,1.472544,5.432775,0.0,247.0,0.368136,3.0,6,716.0,1,64.0,808.0,486.233363,0.0,1,5.0,3
0.0,0.0,0.000989,2022.32594,0.0,0.0,0.000989,0.0,6,140.0,0,243.0,0.0,141562.815815,0.0,1,2.0,3
214.94521,0.072818,4.019629,2.239013,0.0,49.0,1.004907,4.0,6,666.0,0,64.0,864.0,165.686933,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,56.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,117.076266,0.025624,0.0,0.0,58.538133,0.0,1,318.0,0,46.0,0.0,2.716178,0.0,0,3.0,0
564.01263,0.024163,0.934376,8.561862,0.0,228.0,0.233594,3.0,6,666.0,1,64.0,527.0,712.774974,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,110.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,53.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,109.0,0.0,0.0,0.0,1,1.0,3
1166.066875,0.020262,0.622606,12.849222,0.0,56.0,0.155651,3.0,6,1049.0,0,64.0,726.0,1684.854203,0.0,1,5.0,3
12570.81934,34.828308,0.482387,55.971657,5.0,252.0,37.106692,14.0,tcp,790.0,1,254.0,816.0,12172.79883,4.0,-,14.0,FIN
353.413865,0.071646,1.276124,7.836228,0.0,55.0,0.255225,4.0,6,779.0,0,64.0,451.0,610.442131,0.0,1,6.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
10867.46094,53.18538,1.131451,38.004297,9.0,252.0,53.878619,22.0,tcp,1170.0,1,62.0,1610.0,7897.823242,7.0,ftp,22.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,57.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,58.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,44.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,6.718684,0.297677,0.0,0.0,6.718684,0.0,6,132.0,0,64.0,0.0,19.646704,0.0,1,2.0,3
249.527221,0.052966,4.244026,1.885003,0.0,240.0,1.061006,3.0,6,1207.0,0,64.0,1059.0,284.399769,0.0,1,5.0,3
218.212054,0.400037,5.008889,3.593611,0.0,51.0,1.252222,13.0,6,715.0,0,64.0,1093.0,142.74622,0.0,1,5.0,3
584.569918,0.009385,0.674,11.86944,0.0,120.0,0.1685,3.0,6,711.0,1,64.0,394.0,1054.896477,0.0,1,5.0,3
20906.934394,0.022178,1.040325,96.123836,0.0,64.0,0.020058,47.0,17,29211.0,1,64.0,21750.0,28078.73382,0.0,0,53.0,0
328727.8438,29.640978,2.874329,42.09678,44.0,252.0,106.456628,94.0,tcp,2812.0,1,62.0,119378.0,7548.196289,6.0,-,28.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,54.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,5e-06,200000.0051,0.0,0.0,0.005,0.0,larp,200.0,1,254.0,0.0,160000000.0,0.0,-,2.0,INT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,3
1690.079906,0.027783,0.434299,18.420489,0.0,56.0,0.108575,3.0,6,717.0,1,64.0,734.0,1650.936366,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,56.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.000539,3710.1318,0.0,0.0,0.000539,0.0,6,140.0,0,242.0,0.0,259709.226006,0.0,1,2.0,3
1121.388262,0.058305,0.689324,11.605571,0.0,55.0,0.172331,3.0,6,713.0,0,64.0,773.0,1034.346482,0.0,1,5.0,3
0.0,0.0,1.2e-05,83333.33039,0.0,0.0,0.012,0.0,any,200.0,1,254.0,0.0,66666664.0,0.0,-,2.0,INT
145.038911,0.070622,2.675144,2.990493,0.0,50.0,0.668786,3.0,6,668.0,0,64.0,388.0,249.706166,0.0,1,5.0,3
82.562503,0.044957,9.096139,0.989431,0.0,56.0,2.274035,4.0,6,736.0,1,64.0,751.0,80.913452,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,54.0,0.0,0.0,0.0,1,1.0,3
1907.436035,177.474797,0.939481,15.966262,1.0,252.0,104.373556,6.0,tcp,980.0,1,254.0,268.0,7510.529785,2.0,http,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,55.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.000348,5745.621918,0.0,0.0,0.000348,0.0,6,132.0,0,64.0,0.0,379211.046575,0.0,1,2.0,3
0.0,0.0,56.709965,1.146183,0.0,0.0,872.460875,0.0,ospf,7128.0,1,254.0,0.0,990.302124,0.0,-,66.0,INT
12015.85938,81.585664,0.814923,23.315087,2.0,252.0,90.547,10.0,tcp,784.0,1,62.0,1360.0,6930.716309,2.0,http,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
4581.860352,95.042,1.112212,20.679512,3.0,252.0,101.110183,12.0,tcp,3556.0,1,62.0,694.0,23448.76758,3.0,-,12.0,FIN
645.458029,0.23107,1.47802,7.442388,0.0,243.0,0.246337,4.0,6,1220.0,0,64.0,954.0,825.428507,0.0,1,7.0,3
0.0,0.0,3.000953,1.33291,0.0,0.0,1.000318,0.0,17,852.0,1,1.0,0.0,283.909815,0.0,0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,246.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,60.0,0,237.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,55.0,0.0,0.0,0.0,1,1.0,3
32908.565502,0.000425,2.217994,37.87206,0.0,56.0,0.024895,60.0,6,2176.0,0,64.0,72991.0,981.066687,0.0,1,24.0,3
547.101575,0.009705,0.935841,8.548462,0.0,55.0,0.23396,3.0,6,840.0,1,64.0,512.0,897.588521,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,56.0,0.0,0.0,0.0,1,1.0,3
7851.969727,38.986,0.228223,65.725191,1.0,252.0,24.137778,6.0,tcp,802.0,1,254.0,268.0,25308.58008,2.0,http,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74.0,0,55.0,0.0,0.0,0.0,1,1.0,3
753.024105,0.026145,0.918961,8.705481,0.0,56.0,0.22974,3.0,6,717.0,0,64.0,692.0,780.228733,0.0,1,5.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,64.0,0.0,0.0,0.0,1,1.0,1
551.763695,0.158781,1.777935,4.499602,0.0,46.0,0.444484,3.0,6,665.0,1,64.0,981.0,374.029416,0.0,1,5.0,3
22008.004242,0.019362,1.000454,99.954602,0.0,64.0,0.020058,49.0,17,28629.0,1,64.0,22018.0,28616.002972,0.0,0,51.0,0
2516.29722,0.0,0.035767,55.917716,0.0,52.0,0.0,1.0,17,90.0,1,64.0,90.0,2516.29722,0.0,0,1.0,0
0.0,0.0,8e-06,125000.0003,0.0,0.0,0.008,0.0,ipv6-no,200.0,1,254.0,0.0,100000000.0,0.0,-,2.0,INT
5533.870605,54.703602,0.323824,46.32146,1.0,252.0,33.244111,6.0,tcp,840.0,1,254.0,268.0,18676.8125,2.0,-,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,1,44.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,2e-06,500000.0013,0.0,0.0,0.002,0.0,sctp,104.0,1,254.0,0.0,208000000.0,0.0,-,2.0,INT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74.0,0,119.0,0.0,0.0,0.0,1,1.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,66.0,0,64.0,0.0,0.0,0.0,1,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74.0,1,42.0,0.0,0.0,0.0,1,1.0,3
99.914166,0.116881,9.708333,1.236052,0.0,55.0,1.618056,5.0,6,1211.0,1,64.0,970.0,124.738202,0.0,1,7.0,3
0.0,0.0,0.000648,3086.316409,0.0,0.0,0.000648,0.0,6,132.0,0,239.0,0.0,203696.883002,0.0,1,2.0,3
0.0,0.0,6e-06,166666.6608,0.0,0.0,0.006,0.0,udp,168.0,1,254.0,0.0,112000000.0,0.0,-,2.0,INT
13930.05469,79.74143,0.630579,26.95935,2.0,252.0,69.963222,8.0,tcp,834.0,1,62.0,1254.0,9527.751953,2.0,http,10.0,FIN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,60.0,0,243.0,0.0,0.0,0.0,1,1.0,3
171.267186,0.174677,3.982082,2.008999,0.0,41.0,0.995521,3.0,6,714.0,1,64.0,682.0,179.303183,0.0,1,5.0,3
