dpkts,label,dbytes,spkts,state
1464.0831130370061,0,2571071.5585983335,44.666586117950935,3
695.0506055333199,0,2074489.1440227202,-416.6598332692123,3
-101.30998641006134,0,357767.2181329005,-1802.497586707631,3
-175.04545858506629,1,323963.34292623954,-2007.396291429663,3
-2334.609732277225,1,-1841631.0550202616,1080.712685023946,INT
-259.0219766793941,1,236547.14700692258,-2015.0563672615522,3
1033.1994077574268,0,1540608.715387977,-5471.062384992515,1
1235.342111150643,0,776879.8435308363,183.05803007205714,3
-1246.3312061707718,1,1130550.701246594,-1702.5417003371003,INT
1312.0023097236817,0,356231.5868254488,1365.033982893622,3
-1954.6879036306943,0,864704.709239049,-2192.986981110475,1
678.770479684349,1,-270030.4312201955,3559.3513053200695,3
1256.3434281988732,1,-499526.05226184346,-2498.0895101909305,3
-277.74835322793035,1,-778652.9467935802,1522.0136522579814,INT
-1500.6965457702756,1,2662709.9164096504,-1204.355009584419,FIN
-2621.2245300347745,0,354656.99319128017,353.94236169066124,1
1278.8141229649486,0,1303155.9970500744,-33.823950698675866,3
-824.6394284766603,1,2190938.138028213,-1924.3214236753968,FIN
824.7015691297262,0,1433413.642425111,2839.269127637279,3
-714.2301536663732,0,3281880.960026217,-779.417073538422,1
1060.5788898102242,1,2026973.7411190474,-637.2519164456477,INT
-450.80053624486817,0,-1952223.2400597057,-1265.570347436609,1
-956.8586553593033,1,968899.3143799737,-241.82024664260106,FIN
-485.9715259332912,1,176984.79370940343,3304.3382896445914,3
1046.1921500612639,0,1709174.3090511023,-3432.508924953867,0
-255.43738199341075,0,3788524.1437094286,3608.1769464146573,3
-2544.922660797997,0,583484.3222740861,410.53183052068994,3
-767.0408415896819,1,95985.63534525514,1393.2093754310272,3
579.0955910922795,1,547938.588359133,-1029.4634868474377,3
448.9850834283268,1,-1722521.7809203598,208.7948765408859,3
-1813.907152338273,1,-629270.7070626592,3834.577535213593,3
257.2342954531373,1,-2099651.0647804877,645.126562094011,3
-752.070511310001,1,-778286.1610619506,-150.31103636203628,3
1205.0419623341047,0,-218906.06559029635,688.2361415650713,1
-1635.6886805296779,1,-2420169.4820489776,-1206.8395099932063,INT
2560.590933701117,0,4051152.7938368297,-1006.4633800228619,1
-1040.1979992805261,1,618153.4231283923,2944.6246010400127,3
-1182.8854013605132,0,1211781.282540804,5064.775698922966,3
-1854.5425658374606,0,-1353905.3720087581,-778.9967572750247,1
-1328.4662460948948,1,-4411.699919767781,2275.5177449654657,1
-715.2246814483069,0,-3656998.538992247,-2313.2642599338783,1
-1094.8188256097594,0,1178471.548857774,2944.07512165363,0
1333.6370948868034,1,2367735.777203367,2281.968995289191,FIN
-772.554738321919,0,323480.09086769616,1801.9308973940679,0
-190.7725456250994,0,-52397.09575482996,-3037.4555826174,1
946.7126912442868,1,-1622128.3747550678,-620.3414604573371,3
2762.5061551143644,0,4427787.15120707,-1821.6322083021028,1
776.7999602506728,0,-423428.9943283567,-469.84827435185537,3
-775.0214648005375,0,-1518262.8786590586,-5459.008698678996,3
726.7655826291541,1,-2920252.850650326,2621.5358478916837,1
105.16677602973571,0,-1579878.9318188715,116.8420211739591,1
-649.5768815867252,1,1937721.0900517823,531.6477170773449,3
2101.162811891889,0,1106942.4808101847,1908.1591110373718,3
-26.41073935528752,0,1520955.8723019895,305.53463697780046,1
-854.9139809342455,0,685758.8157150287,864.894028434634,3
3428.687891536479,1,1111133.9142053213,-1870.0718666521502,1
731.0036434513684,1,3546776.717295794,386.9488586569318,0
1537.748535375546,1,-179080.4776198539,-1030.0169364727478,1
-1290.6632117783133,1,-2236817.170340533,-2584.5173676862355,3
1456.989691076248,1,-2439338.9388529295,4134.6042029746895,3
455.43186877702067,0,-4082678.8975502984,156.49984015888526,1
-858.3738500063484,1,368366.20355041564,-2528.6551117275653,3
1158.6796302810487,1,-1173070.2079976532,-4253.54783648244,3
363.4344253899095,0,1582505.4859161854,-613.0740988631707,0
-1144.6546333705096,1,-1314537.6588315878,-1121.5843702202703,3
21.080254829647515,1,2337998.700170636,-533.877690266887,FIN
497.4759977919031,0,2119763.824809774,2812.2081941146507,3
-2359.011636204073,1,-2667398.3598236013,-164.55231202270483,INT
1020.1019702255508,0,-2971277.602352419,-482.2397474395023,0
167.55152146750592,1,1721755.4698990812,3090.871654932957,3
3135.7999658139083,0,1457453.1228516963,626.5519187409325,3
-784.8982706419325,1,318194.64650537254,-480.399136982045,FIN
-873.2675482506282,1,-710321.7264526341,2193.1938231749878,3
-1016.5347275420401,0,-1267894.9727024685,-3464.177055350954,3
1030.3836834802985,1,-871700.5941252462,567.9578692067138,3
1418.1712583026388,1,-2062885.981189024,326.34143204342917,INT
-2256.312821942656,0,319605.8922236322,2363.658281237595,3
-1269.9189502677887,0,-825347.0488133555,-3131.737680086963,1
909.1274775903141,1,-939829.6410662577,-2034.588049398572,3
69.62532784858547,1,893809.9075570124,-2137.390997821214,FIN
-3026.3597714828543,1,-330388.3258855638,1483.4322989521152,INT
583.2471826160986,1,2102408.363770661,1913.7124357780724,FIN
-548.1349316841053,0,408141.8608128565,-1109.2946882688595,3
2216.446510226687,0,-5152874.620328857,1463.6882710469542,3
-815.9669059760892,1,203128.48597988932,-190.54264100626088,1
-58.29719282619821,0,2384739.5390135814,-1843.7865490451188,3
-1141.361610813996,0,-1937596.04546609,663.7503583362849,3
1097.3145160243832,0,-1254580.7568796347,-1408.6104824246795,3
-700.431018071966,1,-3559870.8977403254,6.019990692675763,3
212.20703338719255,0,-499300.9782085278,2065.6992074615523,3
99.35095733424812,0,-1807662.7495496264,7715.920956289947,3
132.64955758414902,1,-1395169.3952205733,-617.4795468274247,3
357.9953053439121,1,-793861.2191319681,2065.414362090735,FIN
4278.2198266458845,0,-3147697.817233849,619.6020507535833,1
-3100.423374844477,0,1395277.138995826,-1149.720587528069,1
1572.9913277951894,0,-875065.485825882,316.7747537764876,3
151.70305560723313,0,-2351565.871354821,2795.1924672715454,0
-2166.1035830649603,0,-708584.2873833502,1760.3414310185906,3
-1313.2104993315259,1,-616845.9702320122,3097.555617586359,INT
-98.42016588593505,1,1173744.240091084,1402.0006670988757,3
1023.1137036955952,1,-303106.43222718633,-3049.463484623369,FIN
491.9881615656094,0,-1892662.9491515192,1738.0164284297553,3
-428.659257621273,1,-1484720.487073362,1718.694966697036,INT
615.8419795238487,0,232545.50921576287,3086.136134993011,3
-1071.1867319521493,0,-2178441.533314398,1354.874262518315,1
344.0714952650159,0,-2401422.899392599,2471.5525124830933,3
2183.9340738305013,0,1945221.59542757,-70.12473665257225,1
-1241.9419872996807,1,-2953744.9246273655,-592.4618653096453,INT
-434.81470165167394,1,3224622.3263853854,-468.3088795874613,FIN
890.8095471751805,0,-74046.75080428018,2273.4846780611742,3
612.5148904651035,0,-657600.9340098824,1924.1560968227998,3
-1932.0216893597412,1,-1571219.0475901538,-3269.382868938598,INT
2610.5210750798265,0,-2312018.119874111,2536.601761423792,0
-1323.7720299309624,0,-465639.7473246699,-2288.1511316355636,3
1549.2738653513138,0,-2800586.3750622715,-2031.5662234543674,3
1848.089000717065,1,-656424.202063273,-1483.0413782494957,FIN
-698.2662108479445,1,557620.5032688591,1055.5383760551392,3
-1520.994024923452,1,-1118589.589636822,28.88366246732895,FIN
3136.7272269913688,0,1434059.5466647234,758.8935312721429,3
149.73970299656463,0,411898.3146572344,3177.6937401946393,4
-1357.9943353888057,1,-1926469.5808220294,-2080.183112657682,FIN
-661.6834937747603,0,-3366692.162404983,2939.95061475563,1
2519.039136908272,1,-855506.7676193784,189.81570624451751,INT
718.6196202234438,0,2030462.4541866146,5569.462874010441,3
-1373.5318744972187,1,-2217229.8828592263,-1326.6961894536298,INT
923.2216070578438,1,-829580.8180442024,619.3529227086569,INT
-273.120094554278,1,405236.2449499656,-2154.8570947376415,3
-2318.982690941506,0,-3107187.6105063194,3050.7884802599037,3
893.6803061255486,1,4276767.334193848,3198.480071497253,1
-1410.402041300763,0,2765538.1524246917,-2272.297126763556,1
117.1442503759562,1,1656601.7713797898,2140.1478602734087,INT
3235.378154785014,0,-3885740.4283706117,92.1558852687939,1
-1294.336758071974,0,-1118358.8528662107,3350.55523917933,1
462.8383853075982,1,-1743278.6075751695,2029.2357052791149,3
663.1982639426053,0,768752.9991869701,1401.7869159593292,3
210.86259939413728,0,-3021326.6506591756,-674.2167607811128,3
715.3520232145598,1,2331523.574631288,-1051.1795274376886,3
1055.5075238050165,0,3321955.5001439275,2274.7379968394916,3
1838.328075281304,0,2853484.839346236,1584.013257857511,1
-3617.5232206340493,1,1468062.3297419543,-2051.366737327624,1
-1861.1103326920497,0,2781453.5418123356,3378.1520011311854,3
-189.98380170025013,1,-2158963.8360923068,1213.371271599989,FIN
2343.6938207735925,1,-1980992.7023224155,1262.5856786585782,3
-1034.7228305582164,0,2096496.1177514002,-624.1400089200248,3
-1139.153028295864,1,2953615.84250471,-95.80936779761103,3
880.5419963904553,0,541017.9859556662,-402.0770007968784,1
-1094.9518562775295,1,-3173342.3526485655,337.79128311237827,INT
3187.6477277989793,1,3218964.0189846414,4932.88698378125,FIN
26.95686460060076,0,-1516406.0866373952,-3687.5494186629326,3
-1104.7650741246346,0,-2181122.6522031287,2112.468973821761,3
-1355.010394568555,1,3724284.3654561187,-2311.893598273793,INT
298.0332503632515,1,-1751617.3262230258,1330.2748553693314,FIN
-472.40893110325425,0,984245.5122366461,-252.65627470031583,0
-562.4916655475225,1,-1121974.0738833419,-1262.010004002502,FIN
-2578.5389296918406,0,-4240552.2315437775,-365.0564858845155,3
1828.611606405255,1,1942448.4958138117,-791.8589141198706,FIN
-1214.5406609635058,1,-1123264.2539027052,2180.2007920759997,FIN
-1532.614458207316,1,2335079.6401560246,-998.046357049457,INT
206.27874254314685,0,3194134.4955183887,-2411.200886751282,1
-2511.6813681167464,0,1222541.8536483636,-3728.0766538696753,1
1559.131366929901,0,-632702.4161707576,3021.1615760781065,1
-870.9050161955714,1,-1817098.775091825,100.87611844513751,3
-1727.2607809458113,1,1846507.8887617672,2129.993178547293,1
-589.5097102545982,1,-2817540.370419943,737.7210715553903,INT
3148.9053824004113,0,-1232864.4325358626,1149.7437479872451,3
-1088.3471999516582,1,-1686012.5510381586,-1514.5081249117668,3
281.0162514244989,1,-839953.503583053,366.0568461843162,FIN
-726.2005305136339,1,71090.83948709394,1022.0332578003128,INT
630.5795125813129,0,-1904714.8175487178,2242.3387962828747,3
29.15338392850411,0,1241515.5182893248,2979.6321528170006,3
513.9422715700961,1,-2825315.138640985,4362.207728535066,INT
-2574.045995777791,0,-890524.0554624174,1022.1468480794005,3
-210.1486681434558,1,1146783.5142372318,1118.7422488160726,FIN
-1227.3052925338045,1,549798.944278328,2745.33186387511,1
-1539.1548651765306,0,-483790.7655477462,4013.5578641539,3
593.773518089879,1,-594994.2404962158,-1767.5052089715784,FIN
309.09398310275185,1,-1750062.0782813423,-1101.4398999947723,3
-882.0354671126098,0,-1388122.3662467506,437.8954028331883,1
922.3169775165657,0,1705395.1064846225,28.38725789133491,3
-1213.5127140205557,1,-1768361.8725341414,2271.416749076074,FIN
-518.4554610383126,0,1872642.1101751165,-2058.759875122487,3
3743.69900587369,0,-1727699.130903565,2810.650165064058,1
343.60370002349674,1,2830924.2634507306,-3926.725696516889,FIN
3991.2020494839167,1,-1375642.6393277848,-1247.3740589494716,3
-1799.2888353986173,1,-922801.8318072518,247.62102417343175,0
3208.6406243485408,1,1961550.7156861918,1132.6261238438797,3
3221.9199283241287,0,-715385.8005439963,-583.113438313625,3
-3921.1232315341904,0,-468540.50193522556,-1584.8213531696595,0
-467.20607070387973,0,1618038.4371437144,931.2195012842583,3
-1849.27150423099,1,-430882.6851576947,-3667.4117262872996,FIN
365.10856622711356,1,744598.6343619555,309.55453461577696,INT
-1063.562720997603,0,-1464553.1393125674,-3573.0827945625847,1
-93.85499866942793,0,-1481165.308175552,-327.5719448381989,0
471.9623192843387,0,-197181.24787997146,-2127.549043439502,0
-112.13915789323883,1,-1214905.9111621927,-1697.1619900761316,FIN
1291.0827641886642,1,-1080192.0375171409,-687.809107019084,4
-1696.2471916088393,0,-1168123.130065888,-726.4797020528622,1
1636.1297108193198,1,-1715987.0546218583,-1931.8212354342502,3
401.3657241241067,1,2781119.8482374665,320.58637333065565,FIN
536.508697831088,1,2026924.055998175,-846.1625470876072,3
-1412.9833824900315,0,3015903.389668389,793.5531653610735,0
1384.9950611559134,0,-3373598.673915934,3494.318157105524,3
-333.1741838119827,1,1002463.4826816552,-2464.9830257981403,3
789.04177038585,1,-363576.65427219286,2855.8200933387257,INT
2924.1635860190972,1,-171983.54587436368,-2813.8519270005872,3
-1033.4253923147667,0,-932536.3809687741,-256.05360308628576,3
-1008.0736808565146,1,2845275.549867256,611.5778807147808,FIN
-2256.3750301195937,0,-1500415.561948587,115.83467057522155,3
1307.7945441118297,1,-267100.70187709574,-2005.8790755328653,INT
-1307.9155806860301,1,-4041555.6308400007,136.80504130603484,INT
-812.8573747647954,1,1844141.571555434,3646.3302967471986,3
-729.8439456809132,1,231352.94434657626,-1243.14023980744,3
-1423.5803366448474,0,793789.6064243848,2627.673531043083,3
-1415.246051121685,1,-358007.71865035867,-1100.662730896542,1
1130.5557662682668,0,-295190.37174454273,155.77906862881363,3
361.32007841231604,0,-3833908.610887478,652.281377107842,1
1273.8859265458525,0,-595750.4906236824,-443.7977823053778,1
601.7673780646937,0,828004.0276777546,62.69372157798431,1
218.28428124362227,1,1104670.031070694,-2801.8793260536268,1
4014.8066639976055,0,-3300458.383908007,-653.5804198394179,3
-424.13214440986536,1,-1586225.70766538,242.46713572808795,FIN
-38.911373372639474,0,-1229090.3403278873,-38.001529114404484,3
2297.4651505831066,0,-661974.0238911981,-889.5345631458489,3
-1200.7812869998484,0,-904589.6360861366,125.15286826021163,3
-345.5801164384827,1,16443.473163315564,1137.700384377868,INT
-156.05007233577055,0,-175997.01326981248,2250.6666637567705,3
81.56559335459444,0,2380084.105966639,-368.16650183634016,3
-212.0456570477373,1,3841694.6657463335,-2216.039123372525,1
-1313.6559582084997,0,1014834.7822362751,2141.2609728167613,3
379.77082334554206,0,-956150.6672674477,-2857.5512134947967,3
-1064.1572088336713,1,-3396988.505364602,1930.5516440900658,3
1823.7119226652005,1,-1297442.2317622323,2234.647864204465,FIN
951.0489896726626,1,101231.54823231867,796.4465000778041,3
-1148.9874351710887,0,712238.7593458699,1468.2437830868635,3
-1032.1297869943955,1,-2954078.8368117446,151.1579971626504,FIN
1152.517628801491,0,48537.8714992396,516.265287614976,0
-488.79056629545767,0,1941537.7637302198,3088.5259090341124,1
-249.9839526247576,1,-1678012.2315357854,1579.9970120998776,FIN
-2427.0810446059404,0,-1578276.1449631278,-634.1141977205535,3
598.842814975766,1,87892.53525291856,936.633062584232,INT
-1198.8640725493703,1,-2049025.6806224044,1448.9433338050246,FIN
-57.624228151175565,0,845427.6058160473,-2021.2304400269381,1
2161.051240871776,0,-150889.54518488937,-4752.373860865608,1
-1033.3036055408954,0,104258.3744149987,-500.18546355176073,0
-2537.8248847186333,1,-2138261.0559525187,-495.07768630230004,3
1225.1924250008315,1,-4008256.063203374,-423.3847815632786,FIN
-1788.1012882925559,0,-1517396.2410478601,-345.8848723522725,3
-53.83017969062813,0,399058.78055286186,2400.7068801742516,1
-2611.2429507584916,1,1806307.2319315237,5756.379334213006,3
-1434.026338153075,1,4982303.679515772,-1242.2448898494767,3
-975.3552472869894,1,3264768.3273305176,-1720.599494219215,FIN
372.35928005880425,1,325851.2403734622,-2440.4413055997366,3
1253.3069084551794,0,-695196.1102777105,647.3464251010655,2
-100.55269797837865,0,-538841.6776758849,-1084.4770717953209,3
-548.8148605740826,0,1653299.403467384,-745.2458786977502,3
-609.6832750778404,0,1018014.7215671061,-85.31857280675725,3
219.91574462007276,0,2501952.908906426,-2695.5759430220287,3
436.9189818507904,0,-449230.5610156847,-2271.922183150215,3
846.2186859176386,1,3488001.40093892,1968.9719665052098,FIN
-66.60349409375809,0,-224957.94875801334,-712.6918426205054,3
-1410.1872795592221,1,2254679.6214609407,1974.9617108420932,INT
1813.3083995238592,0,-383170.5743166673,-222.2485209861822,1
594.3864999537998,1,-65455.36418706931,-1661.0449967740497,3
770.8221502945783,1,1714802.3433524459,722.2182827370265,3
-1646.3847693920397,0,-1522922.9544323257,3857.2969478334853,3
-607.6158736964363,1,4089496.331065309,-2304.2003559940617,3
1032.1468721386004,1,-979051.1769692054,873.124378999559,1
1565.8064357518879,1,4741136.869768661,372.56919407163673,FIN
-1295.7564269670117,0,-1620313.742468385,-242.91505028349724,3
-754.226123087303,1,-169996.68883454718,1073.7239494725943,FIN
1312.1317176199204,1,456996.58067208814,318.7738331590542,FIN
844.8153591691553,1,1325916.773037766,-3192.281973117641,3
-304.8599209872158,1,-3273568.328054992,-352.8911439173969,INT
-1615.2414405578304,0,-1183854.7874698278,1087.8976232828481,3
895.6334694783607,0,-898249.5605859101,-2092.6093761202756,3
2154.4098773973446,1,-296683.1610076374,913.5588745480752,1
869.0145445733052,1,1125970.3014417104,-504.35536510340523,FIN
-1464.2987347645771,0,1679081.4750893135,3602.811460462398,3
1536.853278030174,0,-2807854.5058324514,-1802.3293523888156,1
-1924.5647821702191,1,-1507427.9511952333,-1068.4549591537693,3
-1076.675935030007,0,-1863305.451428856,-305.74794152131346,1
1410.4517382522918,1,1455518.7405179536,-287.4389403883823,INT
200.2044719287976,1,-2430752.2688799277,-953.5005561478906,FIN
1028.5540242855077,1,-952435.2302437867,-1524.082154984144,1
330.2852716040081,0,886203.9887807742,-2463.2508437643905,1
1037.9926678563404,0,252333.07585897687,-329.4989057743993,1
1063.117293661312,0,1974831.3378144198,922.1105282581374,3
2157.4370655675502,0,55871.822259861685,-383.68065197616767,3
837.3802324106356,1,-3416557.724536242,-495.18120795326604,3
-1249.3250421233006,1,-2365757.927399726,2920.2996772317583,FIN
751.2986383728969,0,-2695727.370316578,1133.4228675824238,3
2416.5770215826005,0,-596990.7064588848,2406.362396073816,1
-2930.2721833322576,0,-1486307.4148977152,-1831.118097910314,1
-1865.790060301406,0,-2703211.449178324,-6183.024952249059,3
-634.2032012742442,0,-911992.2720126937,-1537.0794077212327,0
-890.6776779409857,0,499241.83504122467,-1418.0930041530557,1
-382.36570578653203,0,821219.404033863,715.3393952828064,1
1109.1476547480304,1,4017680.1213778346,-1408.9550516941604,1
2275.906238549199,1,557772.7601617081,1241.2891865953934,FIN
58.68969401230503,0,966629.0965345842,746.6322887711353,1
-1428.2119541754503,1,-493376.65637406963,-23.073711094523638,1
-872.3088389104054,1,1254551.5698165535,-1828.4612724749463,3
-998.298714981818,0,-115265.05575222852,-587.7467203933636,1
-817.6762326060312,0,1984509.092284508,2336.223020283338,3
-1612.2253298112032,1,2775273.9963913625,-2258.6360755206756,3
2403.7191655551937,0,-1812006.301291665,-104.66917020535953,1
1824.5235031114041,0,1897148.101857493,-1687.6328069240317,1
979.3993908848463,1,-1083475.7185117807,-382.76611783041545,3
-3118.049079239563,0,-1330356.7682751764,-4674.194681834721,3
-2150.606264666757,0,-1711290.437115709,-1838.3384510526766,4
1091.935987036103,0,910684.7161833551,1575.8232524567738,3
38.19939163304875,1,2255036.058843752,638.1842568677292,FIN
-445.8956053081401,0,-1990141.5285050184,-1741.3087155683884,3
-2810.366389915763,0,76808.9391267985,-1953.802270368069,1
-2409.8554423694595,1,-903996.0858018709,909.0320794132019,3
393.0650718364713,0,-617707.0177384731,2281.9322109088866,3
-775.3643679212512,1,1846146.7885880286,-1114.6654682184362,INT
655.8169182612271,1,1312310.8139292765,-961.5310157441902,1
-2390.145963356333,1,1752258.4794944972,-1887.835851476935,1
-1531.0819904774137,1,200769.89076470523,-852.6033950793393,FIN
108.08049418868619,1,-4859798.679562377,56.08773837375319,INT
-1559.3434243419567,1,1386413.0622688404,817.2380867409139,FIN
1185.3256598057749,0,-2532295.4265983617,18.003724307712503,3
-24.06315545101506,1,-2302688.250200269,-1250.2620537845773,INT
441.6324493900983,1,204051.0802040997,889.6035270881716,FIN
1230.944390983677,0,-676515.5491188328,-3297.3297154995703,1
-783.9750498285375,1,-1976176.0428854087,978.2704219207097,INT
127.44110719726466,1,-2615269.39471336,442.0632970612404,FIN
1073.538589182045,1,65633.1714966516,-1385.1898097185594,INT
-778.0654754983304,0,-788136.6004521345,-852.6246777410653,1
1214.7740221222218,0,-552647.1165913149,2855.290565283696,3
412.7887748645103,1,1948517.5183842252,-3870.3857412251054,1
-404.60062924779396,0,3003639.5753894667,1122.6916229870073,3
2035.2941338038706,0,-1728654.1532751662,-1033.5576337030843,3
-1478.5942650286368,1,-1322956.2423108907,-1054.490831532638,3
-630.7453295676465,0,1605619.8765742905,2236.050995731822,1
-228.04300563848136,1,-1750806.705472595,124.00262504673816,3
431.99563874655786,0,923919.7025741263,-2127.4463733614407,3
404.00322276838295,0,1884784.9611253673,-309.52054800907547,1
-1216.1280742217077,1,-320545.2808325679,764.8082012842785,3
-1345.2279355979842,0,820422.3308356976,2560.5998011466813,2
-1351.8588501021686,1,1499963.8781775679,-548.3996281893926,INT
